Ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000186715,25.54805301,-1.279455267,0.272993529,-4.686760419,2.78E-06,2.11E-05,CACNB4
ENSG00000169744,17.52628054,-1.294491546,0.276507807,-4.681573231,2.85E-06,2.15E-05,HLF
ENSG00000211794,92.45630951,-1.340714895,0.286530129,-4.679141069,2.88E-06,2.18E-05,SUGT1P4-STRA6LP
ENSG00000229071,23.40806732,-1.367991972,0.293236031,-4.665156483,3.08E-06,2.31E-05,EEF1A1P4
ENSG00000064886,379.4709233,-1.109149297,0.237903296,-4.662185491,3.13E-06,2.33E-05,SERPINF1
ENSG00000069667,1806.631293,-1.346344587,0.289266442,-4.654340748,3.25E-06,2.41E-05,SMIM10L2A
ENSG00000155265,201.4549273,-1.202685416,0.258480022,-4.652914395,3.27E-06,2.42E-05,NPR2
ENSG00000163606,309.0577595,-1.089577642,0.234545911,-4.645477024,3.39E-06,2.50E-05,TRAV8-3
ENSG00000211802,29.07920083,-1.321924446,0.2846618,-4.643842086,3.42E-06,2.52E-05,PARVA
ENSG00000185818,5.211547124,-2.387941345,0.51424624,-4.643575705,3.42E-06,2.52E-05,TRAV8-2
ENSG00000211725,13.69598585,-2.243326679,0.483105223,-4.643557082,3.42E-06,2.52E-05,KLHL32
ENSG00000101812,10.00738261,-1.245207991,0.268184164,-4.64310782,3.43E-06,2.53E-05,PMP22
ENSG00000010610,7042.611694,-1.209407033,0.260764237,-4.637932892,3.52E-06,2.59E-05,CLIC6
ENSG00000158747,43.97862166,-1.739784614,0.375190053,-4.637075528,3.53E-06,2.59E-05,PLEKHB1
ENSG00000112394,104.6892211,-1.293372966,0.279647967,-4.625003992,3.75E-06,2.73E-05,HSF5
ENSG00000204934,37.68330621,-1.363852608,0.294931868,-4.62429719,3.76E-06,2.73E-05,PAK3
ENSG00000099204,4188.194023,-1.195688071,0.25908126,-4.615108296,3.93E-06,2.84E-05,TRGV3
ENSG00000142920,54.63706647,-1.35852416,0.294603872,-4.611358809,4.00E-06,2.89E-05,CD2
ENSG00000211810,74.85208741,-1.521567924,0.330153913,-4.608662399,4.05E-06,2.92E-05,LPAL2
ENSG00000198934,139.3921378,-1.160900503,0.251967413,-4.607343823,4.08E-06,2.94E-05,MYCL
ENSG00000233392,45.29988441,-3.987922905,0.866022667,-4.604871279,4.13E-06,2.97E-05,PNMA3
ENSG00000160185,556.0607536,-1.292481265,0.280798477,-4.602878475,4.17E-06,3.00E-05,ERBB3
ENSG00000211792,77.31845105,-1.375632713,0.299438086,-4.594047236,4.35E-06,3.11E-05,TMEM132C
ENSG00000124203,985.1419113,-1.208534286,0.263432673,-4.587640066,4.48E-06,3.20E-05,HBA1
ENSG00000141448,5.501913158,-2.140323413,0.466951943,-4.583605327,4.57E-06,3.25E-05,GOLGA8A
ENSG00000232229,42.74215945,-1.376065072,0.301142804,-4.569476857,4.89E-06,3.45E-05,DPY19L2
ENSG00000163995,17.27653701,-1.193471281,0.261385037,-4.565951039,4.97E-06,3.49E-05,TIFAB
ENSG00000163508,866.9582027,-1.301142857,0.285071496,-4.564268533,5.01E-06,3.52E-05,ARL4C
ENSG00000242852,64.71279417,-1.221876494,0.267974565,-4.559673396,5.12E-06,3.58E-05,LY9
ENSG00000196329,3440.843232,-1.439120691,0.315830051,-4.556630024,5.20E-06,3.62E-05,CAPN5
ENSG00000198780,263.3560673,-1.347191292,0.295676329,-4.556304171,5.21E-06,3.63E-05,WNT7A
ENSG00000267128,20.66327545,-1.945500251,0.427085426,-4.555295342,5.23E-06,3.64E-05,ZFP37
ENSG00000227191,1206.009335,-1.349660133,0.29658613,-4.550651552,5.35E-06,3.72E-05,PI16
ENSG00000180628,5815.579676,-1.046359213,0.230312775,-4.543209606,5.54E-06,3.83E-05,GLS2
ENSG00000088881,29.40668344,-1.170751172,0.257716734,-4.542782893,5.55E-06,3.83E-05,ASIP
ENSG00000113319,447.5139213,-1.375106872,0.302908571,-4.539676341,5.63E-06,3.88E-05,TRAV16
ENSG00000168661,95.26975157,-1.182728644,0.260880409,-4.533604685,5.80E-06,3.97E-05,IKZF2
ENSG00000182389,89.47432885,-1.158734333,0.255755005,-4.530641876,5.88E-06,4.03E-05,CLEC9A
ENSG00000108924,32.2474797,-1.245864925,0.275008979,-4.530269983,5.89E-06,4.03E-05,SELENOM
ENSG00000254876,27.484969,-1.216523531,0.268551263,-4.529949013,5.90E-06,4.03E-05,LINC02751
ENSG00000245205,2.623585212,-1.828530537,0.403755587,-4.52880554,5.93E-06,4.05E-05,LDOC1
ENSG00000132386,198.725267,-1.007714121,0.222927634,-4.52036432,6.17E-06,4.20E-05,RPS4Y2
ENSG00000178947,16.93754722,-1.532561363,0.339274301,-4.51717492,6.27E-06,4.25E-05,ZNF354C
ENSG00000159899,66.00328094,-1.026249341,0.22728146,-4.515323613,6.32E-06,4.28E-05,SOX8
ENSG00000211787,53.4076756,-1.646630323,0.364851306,-4.513154523,6.39E-06,4.32E-05,CFAP97D2
ENSG00000197702,12.90477906,-1.245159081,0.275940697,-4.512415504,6.41E-06,4.33E-05,LINC01013
ENSG00000211786,58.11441282,-1.526161141,0.338914441,-4.503086787,6.70E-06,4.50E-05,TMIE
ENSG00000186231,28.30122423,-1.005863885,0.223591235,-4.498673138,6.84E-06,4.58E-05,MAL
ENSG00000109099,21.09820962,-1.975806129,0.440143867,-4.489000709,7.16E-06,4.76E-05,LEF1
ENSG00000159212,8.053089363,-1.825152523,0.406704817,-4.487658976,7.20E-06,4.78E-05,NR3C2
ENSG00000021300,491.8218605,-1.350144215,0.300881305,-4.487298453,7.21E-06,4.79E-05,DEPDC7
ENSG00000176160,51.3857861,-1.006957658,0.224505191,-4.485231077,7.28E-06,4.83E-05,ANKRD44-AS1
ENSG00000077264,18.81598414,-1.41946289,0.316482341,-4.485125101,7.29E-06,4.83E-05,FLT4
ENSG00000211699,43.26910327,-1.393525452,0.310744828,-4.484468685,7.31E-06,4.84E-05,LINC02458
ENSG00000116824,3526.858373,-1.224097893,0.273384559,-4.477567773,7.55E-06,4.99E-05,CD160
ENSG00000213071,54.66132022,-1.029024197,0.229908415,-4.475800487,7.61E-06,5.03E-05,AXIN2
ENSG00000116990,727.5620247,-1.151466348,0.257627572,-4.469499672,7.84E-06,5.16E-05,LOC729998
ENSG00000183837,74.40682207,-1.328002461,0.297314656,-4.46665657,7.95E-06,5.22E-05,RAB25
ENSG00000065361,16.53688173,-1.421211938,0.318314418,-4.464805416,8.01E-06,5.26E-05,TRBV6-4
ENSG00000181234,3.46973897,-2.242803204,0.50239128,-4.464255839,8.03E-06,5.26E-05,FGF9
ENSG00000206172,2960.364374,-2.571294015,0.576113968,-4.463169023,8.08E-06,5.28E-05,ABCD2
ENSG00000175265,1281.600554,-1.090903406,0.244691089,-4.458288245,8.26E-06,5.39E-05,TRAV27
ENSG00000177990,32.37968362,-1.091236816,0.245006679,-4.453906402,8.43E-06,5.48E-05,KIAA0087
ENSG00000255833,47.62380474,-2.491741562,0.559614238,-4.452605726,8.48E-06,5.50E-05,KLF12
ENSG00000188042,5195.238747,-1.098475567,0.247170578,-4.444200342,8.82E-06,5.69E-05,GDF10
ENSG00000122224,1111.937392,-1.118420916,0.252159926,-4.435363438,9.19E-06,5.90E-05,LINC00649
ENSG00000149260,131.529277,-1.132156245,0.255357596,-4.433610992,9.27E-06,5.94E-05,ALDH1A1
ENSG00000154764,34.60119441,-1.702444396,0.3841289,-4.431961241,9.34E-06,5.98E-05,RN7SL2
ENSG00000136866,57.1388675,-1.313853598,0.297299499,-4.419293014,9.90E-06,6.29E-05,ALOX12B
ENSG00000164530,117.2360212,-1.650371848,0.373510825,-4.418538196,9.94E-06,6.31E-05,RASGRP1
ENSG00000135423,35.17872818,-1.24821774,0.28344671,-4.403712221,1.06E-05,6.71E-05,IL32
ENSG00000101440,1.529523509,-2.371627995,0.538998629,-4.400063133,1.08E-05,6.81E-05,TRAV20
ENSG00000211796,23.69886393,-1.447091734,0.328885433,-4.399987317,1.08E-05,6.81E-05,RPL19P9
ENSG00000030419,534.2758781,-1.369785995,0.311639428,-4.395419426,1.11E-05,6.93E-05,EGFL8
ENSG00000197992,41.81013672,-1.369802117,0.311830876,-4.392772561,1.12E-05,7.01E-05,C12orf42
ENSG00000198832,75.35013303,-1.009592026,0.229944008,-4.390599413,1.13E-05,7.06E-05,CFL1P1
ENSG00000254946,23.67917791,-1.612908154,0.367530768,-4.388498306,1.14E-05,7.13E-05,CHIC1
ENSG00000182195,95.57954441,-1.251174219,0.285711068,-4.379159091,1.19E-05,7.40E-05,THNSL1
ENSG00000280969,6.526398048,-2.130234441,0.48654297,-4.378306899,1.20E-05,7.42E-05,THEMIS
ENSG00000177932,226.8052213,-1.104636861,0.252355613,-4.377302524,1.20E-05,7.44E-05,GFPT2
ENSG00000005513,26.19384357,-1.71067354,0.391302401,-4.371743013,1.23E-05,7.60E-05,CTNND2
ENSG00000283361,1.233267876,-2.596074355,0.593946819,-4.370886874,1.24E-05,7.63E-05,TENT5B
ENSG00000228495,15.79781266,-1.617695518,0.370204839,-4.36973088,1.24E-05,7.66E-05,GPA33
ENSG00000181585,11.6240033,-1.61008923,0.368828634,-4.365412776,1.27E-05,7.79E-05,GPR171
ENSG00000172005,755.7702141,-1.413179858,0.324391003,-4.356408916,1.32E-05,8.09E-05,RFPL4A
ENSG00000138795,3762.81528,-1.400786856,0.321555747,-4.35627996,1.32E-05,8.09E-05,LINC00402
ENSG00000151623,270.8078852,-1.29101159,0.296813803,-4.349567231,1.36E-05,8.32E-05,LRRC36
ENSG00000121690,25.19693069,-1.190040065,0.274054552,-4.342347373,1.41E-05,8.58E-05,MARCHF10
ENSG00000231621,22.04978452,-1.941879229,0.44758256,-4.338594492,1.43E-05,8.71E-05,DSEL
ENSG00000037280,92.21148323,-1.277071225,0.294405317,-4.337799464,1.44E-05,8.73E-05,LINC02273
ENSG00000246363,21.80055146,-2.191260093,0.505161157,-4.337744623,1.44E-05,8.73E-05,FLT3LG
ENSG00000117281,329.6292242,-1.736389139,0.400304857,-4.33766693,1.44E-05,8.73E-05,TRAV10
ENSG00000168646,225.6531746,-1.340831911,0.309254198,-4.335695102,1.45E-05,8.79E-05,CD3G
ENSG00000283041,23.42659629,-2.774797556,0.640077331,-4.335097372,1.46E-05,8.81E-05,LINC01801
ENSG00000132698,7.341610377,-1.30280028,0.300576251,-4.334342032,1.46E-05,8.83E-05,CD5
ENSG00000211713,2.859254405,-3.448581559,0.796336404,-4.33055872,1.49E-05,8.96E-05,ZAP70
ENSG00000102678,11.43161611,-2.104957525,0.486110085,-4.330207479,1.49E-05,8.97E-05,OR2A20P
ENSG00000173208,360.4191873,-1.316504849,0.30404312,-4.329993875,1.49E-05,8.98E-05,CD28
ENSG00000229300,156.5782921,-1.020733389,0.235786954,-4.329049471,1.50E-05,9.01E-05,ISM1
ENSG00000211809,29.11036792,-1.402011249,0.32401188,-4.327036556,1.51E-05,9.08E-05,DOCK9
ENSG00000122548,3.506055186,-1.662548727,0.384423345,-4.324786074,1.53E-05,9.17E-05,SUSD4
ENSG00000118922,1649.5762,-1.160074098,0.268394332,-4.322274957,1.54E-05,9.27E-05,SYT17
ENSG00000266524,3.95541533,-2.226124152,0.51666643,-4.308629364,1.64E-05,9.78E-05,LINC02328
ENSG00000237945,732.337671,-1.006490461,0.233729094,-4.306226689,1.66E-05,9.87E-05,DSC1
ENSG00000165092,639.5166504,-1.40587735,0.327067614,-4.298430318,1.72E-05,0.000101677,LOC105370792
ENSG00000274012,84.93908425,-1.46772556,0.341906734,-4.292765878,1.76E-05,0.000103961,CEROX1
ENSG00000179477,4.163857115,-1.80700506,0.421080754,-4.291350399,1.78E-05,0.000104563,TRAV2
ENSG00000172575,2389.573932,-1.128837508,0.263545991,-4.283265711,1.84E-05,0.000107788,PRKCQ
ENSG00000008517,6269.291151,-1.082960264,0.252864433,-4.282770225,1.85E-05,0.000107996,PLAAT5
ENSG00000211800,36.83975896,-1.390161522,0.324691127,-4.281489108,1.86E-05,0.000108588,TRAV5
ENSG00000218227,2.231275399,-1.953324576,0.456669832,-4.277323436,1.89E-05,0.000110079,MIR181A2HG
ENSG00000225986,4.893377672,-1.530488896,0.357876845,-4.276579833,1.90E-05,0.000110283,EHF
ENSG00000242038,17.67992441,-1.6967075,0.397388475,-4.269644459,1.96E-05,0.00011333,PLCG1
ENSG00000179088,33.78996665,-1.211523105,0.283841973,-4.268301456,1.97E-05,0.000113947,SLC7A4
ENSG00000282866,9.230823977,-1.290871054,0.302483479,-4.267575396,1.98E-05,0.000114217,LINC00987
ENSG00000204116,401.5824222,-1.098050948,0.257310104,-4.267422585,1.98E-05,0.000114261,MBNL3
ENSG00000185875,165.3290502,-1.059258221,0.248277402,-4.266430253,1.99E-05,0.000114737,XCL1
ENSG00000275122,886.7708503,-1.532626348,0.359520116,-4.262978013,2.02E-05,0.000116352,KLRC2
ENSG00000131459,12.0905278,-1.839167826,0.432391546,-4.253477764,2.10E-05,0.00012069,PIANP
ENSG00000169862,1.793499657,-3.19915728,0.753474638,-4.245872544,2.18E-05,0.000124456,LINC01857
ENSG00000158246,2.363181494,-2.930524232,0.690465808,-4.244271328,2.19E-05,0.000125238,TRAV38-1
ENSG00000143167,217.3317305,-1.231474851,0.290243351,-4.242904604,2.21E-05,0.000125887,LINC00540
ENSG00000282937,0.933464042,-3.438916677,0.81070648,-4.24187639,2.22E-05,0.000126361,CYP4F22
ENSG00000174946,585.6387491,-1.143104976,0.270240003,-4.229962128,2.34E-05,0.00013247,USP44
ENSG00000223638,8.940593404,-6.734249959,1.592179102,-4.229580675,2.34E-05,0.000132579,TRAV19
ENSG00000235532,129.4073735,-1.545500934,0.365571834,-4.227625843,2.36E-05,0.000133659,PARP11-AS1
ENSG00000159708,8.946460449,-1.179907078,0.279200393,-4.226022273,2.38E-05,0.000134575,IL5RA
ENSG00000173838,5.214274727,-2.119423778,0.501944404,-4.222427351,2.42E-05,0.000136464,TRAV36DV7
ENSG00000171451,78.33047444,-1.066538848,0.252647861,-4.221444204,2.43E-05,0.000136942,TRAV4
ENSG00000245954,202.5432528,-1.605437232,0.380538707,-4.218853964,2.46E-05,0.000138405,ITK
ENSG00000090554,754.69084,-1.058291409,0.250971822,-4.216773819,2.48E-05,0.000139486,LOC100996385
ENSG00000211784,23.27251451,-1.383682766,0.328167935,-4.216386239,2.48E-05,0.000139645,TRBV5-4
ENSG00000160654,2239.381104,-1.262142355,0.29953775,-4.213633689,2.51E-05,0.000140993,CD6
ENSG00000267767,34.3126243,-1.199107397,0.284700795,-4.211816113,2.53E-05,0.000142011,CCR3
ENSG00000110448,2353.185838,-1.198348632,0.285481851,-4.197635081,2.70E-05,0.000149909,TRAV39
ENSG00000115085,2744.330134,-1.023251527,0.244107291,-4.191810581,2.77E-05,0.000153462,NAP1L3
ENSG00000170356,38.09645735,-1.862510203,0.445501257,-4.180706953,2.91E-05,0.000160242,DLG2
ENSG00000178562,1546.466943,-1.235264347,0.295869319,-4.175033593,2.98E-05,0.000163734,CCR9
ENSG00000101230,33.36397675,-1.763088468,0.422383075,-4.174145634,2.99E-05,0.000164328,AJAP1
ENSG00000088387,1288.357938,-1.057153816,0.25329644,-4.173583404,3.00E-05,0.000164503,GUSBP5
ENSG00000143502,63.32232419,-1.317430867,0.315725614,-4.172708227,3.01E-05,0.00016509,SLC35F3
ENSG00000103528,50.70422936,-1.152604077,0.276263256,-4.172122247,3.02E-05,0.000165422,LYPD1
ENSG00000258733,30.52710001,-1.234985263,0.296065327,-4.171326904,3.03E-05,0.000165861,ZMAT4
ENSG00000134765,47.35082714,-1.987366477,0.477081488,-4.165675102,3.10E-05,0.000169549,KLHL13
ENSG00000174171,83.4137885,-1.174298735,0.282190436,-4.161369714,3.16E-05,0.000172351,HKDC1
ENSG00000260807,94.54813666,-1.38307976,0.332362308,-4.161361644,3.16E-05,0.000172351,TIGIT
ENSG00000211776,32.19947813,-1.308187664,0.314692505,-4.1570347,3.22E-05,0.000175109,CNTNAP2
ENSG00000065675,1256.190068,-1.015158237,0.244223536,-4.156676512,3.23E-05,0.000175287,PLA2G7
ENSG00000168004,19.88803827,-1.588676447,0.382752843,-4.150658778,3.32E-05,0.000179164,BICDL1
ENSG00000211779,31.97818414,-1.461225261,0.352158129,-4.149344118,3.33E-05,0.000179997,NKX3-1
ENSG00000224020,2.441831728,-2.055249819,0.495474071,-4.148047174,3.35E-05,0.000180969,TRAV8-4
ENSG00000135373,3.144101499,-2.156924509,0.520256707,-4.145885056,3.39E-05,0.000182433,SLC2A1-DT
ENSG00000124181,2809.404335,-1.051422229,0.253644822,-4.145254066,3.39E-05,0.000182836,CFH
ENSG00000099960,1.720681386,-2.449194946,0.590983153,-4.144272019,3.41E-05,0.000183505,SPINK2
ENSG00000237248,49.80973429,-1.263384336,0.305035871,-4.141756616,3.45E-05,0.000184984,EEF1A1P10
ENSG00000076770,3728.541457,-1.471221536,0.355434825,-4.139216058,3.48E-05,0.000186685,LINC01281
ENSG00000143184,48.89338501,-1.547902422,0.374141782,-4.137208132,3.52E-05,0.00018812,PPP2R2B
ENSG00000205809,69.91803357,-1.4815039,0.358394368,-4.133725398,3.57E-05,0.000190629,SALL2
ENSG00000139200,11.13103702,-1.369380741,0.331408809,-4.131998623,3.60E-05,0.000191858,CDS1
ENSG00000224137,28.72047048,-1.192244747,0.288577539,-4.131453724,3.60E-05,0.000192103,CYP2E1
ENSG00000211816,20.63424526,-1.556087656,0.376765236,-4.130125361,3.63E-05,0.000192954,FAM66B
ENSG00000276476,18.46186464,-1.293473771,0.313311177,-4.128399711,3.65E-05,0.00019409,TRBV5-1
ENSG00000171954,43.19624877,-1.496552452,0.363263411,-4.119744534,3.79E-05,0.000200599,OBSCN-AS1
ENSG00000136014,60.2770664,-1.220847555,0.297337305,-4.105934688,4.03E-05,0.000211425,DOCK3
ENSG00000211799,106.5643163,-1.520440408,0.371196666,-4.096050819,4.20E-05,0.000219884,MLF1
ENSG00000256862,49.6296911,-1.650576444,0.403077438,-4.094936329,4.22E-05,0.000220767,AUTS2
ENSG00000091181,254.2319288,-1.872898824,0.457565624,-4.093180789,4.25E-05,0.00022203,PTGDR2
ENSG00000211815,21.6889269,-1.298309327,0.317969543,-4.083124804,4.44E-05,0.000230266,TNNC1
ENSG00000211778,64.6396034,-1.343578329,0.329358566,-4.079378737,4.52E-05,0.00023345,TRAV21
ENSG00000113263,4364.860315,-1.166168076,0.285911248,-4.078776492,4.53E-05,0.00023379,IL7R
ENSG00000248469,0.959064628,-2.226320636,0.547052535,-4.069665151,4.71E-05,0.000241801,LOC107985216
ENSG00000230099,61.53657381,-1.596984003,0.392455469,-4.069210718,4.72E-05,0.000242146,LOC102723566
ENSG00000013725,2657.25212,-1.100148341,0.270370478,-4.069040188,4.72E-05,0.000242196,TMEM171
ENSG00000183625,575.9849803,-1.928629069,0.474013394,-4.068722723,4.73E-05,0.000242399,EEF1A1P35
ENSG00000211818,17.97902393,-1.561062489,0.383741338,-4.068007104,4.74E-05,0.000242998,CD247
ENSG00000186310,79.0041406,-1.290524639,0.317921434,-4.059256475,4.92E-05,0.000251382,CHRM3-AS2
ENSG00000150672,11.15542433,-1.100805473,0.271360013,-4.056623744,4.98E-05,0.000253965,ZNF781
ENSG00000173585,65.3258017,-1.244302627,0.307801394,-4.042550334,5.29E-05,0.000267333,TRAV26-1
ENSG00000196581,12.17421159,-2.233408209,0.552725696,-4.040717171,5.33E-05,0.000269153,CYP11A1
ENSG00000236296,13.88740422,-1.13037447,0.279764852,-4.040444898,5.33E-05,0.000269396,KLHL33
ENSG00000183780,13.95074409,-2.129108327,0.52723832,-4.038227585,5.39E-05,0.000271464,TRBV2
ENSG00000150551,0.908420273,-3.339756661,0.827168452,-4.037577418,5.40E-05,0.000272147,TCF7
ENSG00000165061,6.755093742,-1.945982371,0.482425514,-4.033746796,5.49E-05,0.000276028,EEF1A1P16
ENSG00000003096,17.14364177,-1.109911525,0.275411446,-4.030012338,5.58E-05,0.000279663,SLC4A4
ENSG00000156510,118.9600582,-1.222176794,0.30343839,-4.027759294,5.63E-05,0.000282089,ETNK2
ENSG00000181847,758.6717908,-1.180696979,0.293282069,-4.025806913,5.68E-05,0.000284221,TRBV11-1
ENSG00000174469,44.59555936,-1.60940895,0.40007795,-4.022738445,5.75E-05,0.000287362,TRAV18
ENSG00000146070,174.6804222,-1.679653712,0.417739787,-4.020813346,5.80E-05,0.000289203,CBR3
ENSG00000135127,426.4459198,-1.016454691,0.252802676,-4.020743392,5.80E-05,0.000289215,SYCP2L
ENSG00000278728,42.46182075,-2.001515565,0.497855032,-4.020277866,5.81E-05,0.000289714,ST8SIA1
ENSG00000167034,228.064926,-1.720453505,0.428334619,-4.016610916,5.90E-05,0.000293359,NPTX2
ENSG00000211790,72.72956228,-1.197462139,0.298580534,-4.010516438,6.06E-05,0.000299968,FAM171B
ENSG00000227533,14.74686549,-1.575296947,0.392810251,-4.01032545,6.06E-05,0.000300059,GZMA
ENSG00000000971,173.7386134,-1.182754823,0.294941636,-4.010131763,6.07E-05,0.000300229,ENTHD1
ENSG00000128040,13.53577031,-1.417151159,0.353659299,-4.007108427,6.15E-05,0.000303329,CXCL8
ENSG00000243746,5.478858541,-1.008759647,0.251799895,-4.006195666,6.17E-05,0.000304272,IL34
ENSG00000235304,3.990076007,-2.07329836,0.517549467,-4.005990718,6.18E-05,0.000304459,PTPN13
ENSG00000156475,253.7408154,-1.155905023,0.28889786,-4.001085451,6.31E-05,0.000310059,EEF1A1P22
ENSG00000165821,93.51753341,-1.060430131,0.265287748,-3.997282726,6.41E-05,0.000314526,ATP8A2
ENSG00000163624,13.62627396,-1.335562315,0.334236076,-3.995865227,6.45E-05,0.000316176,EFHD1
ENSG00000130649,24.19890328,-1.276237188,0.319451527,-3.995088704,6.47E-05,0.000317055,BAG1
ENSG00000215374,8.09510238,-1.328111915,0.332666005,-3.99232833,6.54E-05,0.000320127,FCER2
ENSG00000211734,152.710031,-1.259594919,0.316292097,-3.982378732,6.82E-05,0.000331681,TRBV6-1
ENSG00000162913,18.26821441,-1.386225373,0.348114393,-3.982097265,6.83E-05,0.000331985,CD248
ENSG00000088538,32.70319556,-1.096538682,0.275987813,-3.97314167,7.09E-05,0.000343017,PGBD5
ENSG00000178053,17.12345619,-1.043539898,0.262720822,-3.972048698,7.13E-05,0.000344424,IL2RB
ENSG00000158321,545.6606048,-1.029601331,0.259458004,-3.968277387,7.24E-05,0.000349315,COLGALT2
ENSG00000183134,222.4747196,-2.008333734,0.506622987,-3.964158331,7.37E-05,0.000354525,MAGED4B
ENSG00000114854,8.826229238,-1.245831693,0.31457621,-3.960349366,7.48E-05,0.000359874,ZNF239
ENSG00000211801,76.21314442,-1.330670173,0.336133888,-3.958750428,7.53E-05,0.000362024,CERKL
ENSG00000168685,16164.52016,-1.333254213,0.336856533,-3.957928911,7.56E-05,0.000362914,TRAV8-6
ENSG00000272668,6.178760936,-2.012451298,0.508836593,-3.955005057,7.65E-05,0.000366952,EEF1A1P8
ENSG00000225032,52.76396583,-1.176623381,0.298328948,-3.944046965,8.01E-05,0.000382149,CATSPERB
ENSG00000223618,156.6362838,-1.271236792,0.322625138,-3.940290576,8.14E-05,0.000387332,PKDCC
ENSG00000157111,9.576304148,-1.686969499,0.42825282,-3.939190639,8.18E-05,0.000388828,SLC45A1
ENSG00000250144,1.216777434,-1.821831622,0.463846436,-3.92766114,8.58E-05,0.00040479,KRTAP29-1
ENSG00000198821,4064.201703,-1.092122732,0.278211522,-3.925512224,8.65E-05,0.000407557,FAM3D
ENSG00000233355,409.9489509,-1.31505031,0.335959414,-3.914313021,9.07E-05,0.000424262,GJA3
ENSG00000196381,35.72198516,-1.424498937,0.364256992,-3.910697583,9.20E-05,0.000429429,IFNL1
ENSG00000211807,64.2661839,-1.237597687,0.316555802,-3.909571964,9.25E-05,0.00043092,RNF175
ENSG00000140459,1.79678004,-1.972586872,0.504575129,-3.909401712,9.25E-05,0.000431121,SDR16C5
ENSG00000185271,27.81927157,-1.220052649,0.31208769,-3.909326413,9.26E-05,0.000431153,SYN3
ENSG00000226660,71.68321451,-1.289777051,0.330027113,-3.908094216,9.30E-05,0.000433048,CALML6
ENSG00000081059,6106.946761,-1.338333584,0.342543968,-3.907041754,9.34E-05,0.000434524,RPL31P43
ENSG00000213235,1.42092164,-1.927079013,0.493757195,-3.902887963,9.51E-05,0.000440746,CACNG6
ENSG00000080493,73.68230151,-1.231672212,0.315691225,-3.901509183,9.56E-05,0.000442996,PDE8B
ENSG00000143845,24.79069423,-1.234987727,0.316604972,-3.900721198,9.59E-05,0.000444335,LINC00861
ENSG00000211720,7.447917765,-1.995263022,0.513184701,-3.888001765,0.000101073,0.000464636,RAD23BP1
ENSG00000211798,7.563424088,-1.557796301,0.400853214,-3.886201348,0.000101825,0.000467763,CCR4
ENSG00000159231,47.77241586,-1.226197702,0.315971939,-3.880717084,0.000104149,0.000477317,FCGBP
ENSG00000153157,13.67031591,-2.020564156,0.520937083,-3.878710541,0.000105012,0.000480707,ME3
ENSG00000111728,150.0685811,-1.353605776,0.349173428,-3.876600192,0.000105926,0.0004841,SGK2
ENSG00000106236,2.569274376,-2.191405907,0.565683943,-3.87390509,0.000107105,0.00048903,PRKG2
ENSG00000144369,16.02278736,-1.003546263,0.25912813,-3.872780086,0.000107601,0.000490835,LMNTD2-AS1
ENSG00000145649,2382.135056,-1.084065657,0.280375827,-3.866473327,0.000110421,0.00050229,VN1R1
ENSG00000176177,2.300083244,-1.718921393,0.444797,-3.864507612,0.000111314,0.000505881,TRBV6-6
ENSG00000169429,332.8006489,-1.618007413,0.418772639,-3.863689412,0.000111687,0.000507461,NAP1L2
ENSG00000157368,3.016983563,-2.364037139,0.612658606,-3.858653283,0.000114014,0.000516111,HHIP-AS1
ENSG00000163629,122.6538145,-1.05024188,0.272223484,-3.858013517,0.000114312,0.000517322,DNAI2
ENSG00000259612,0.987151313,-2.067499406,0.535903809,-3.857967367,0.000114334,0.000517322,SERPINI2
ENSG00000132932,58.09460068,-1.104043227,0.286234499,-3.857128442,0.000114727,0.000518801,ALS2CL
ENSG00000115468,16.34324145,-1.441643273,0.37412426,-3.853380887,0.000116498,0.000526017,LINC01535
ENSG00000107262,4142.578267,-1.318494937,0.342285101,-3.852037186,0.000117139,0.000528546,ZNF391
ENSG00000104921,530.9553397,-1.220133956,0.316802515,-3.851402371,0.000117443,0.000529674,APBA1
ENSG00000211706,53.36326164,-1.397993815,0.363064342,-3.850540115,0.000117858,0.000531297,TRAV41
ENSG00000174807,112.7199362,-1.538286771,0.399548646,-3.850061275,0.000118088,0.000532214,FAM241B
ENSG00000177614,16.03517989,-1.370824035,0.356065438,-3.849921641,0.000118156,0.000532395,BACH2
ENSG00000100385,4742.106303,-1.034293106,0.269307411,-3.840566813,0.000122751,0.00055056,KIRREL3
ENSG00000198756,63.76018435,-1.19927972,0.312616013,-3.83627092,0.000124917,0.000559121,HAPLN3
ENSG00000187243,55.5602077,-1.174116373,0.306190353,-3.834596222,0.000125771,0.0005623,TRAV23DV6
ENSG00000196793,44.08696503,-1.065512027,0.278085903,-3.831593104,0.000127316,0.000568169,HAR1B
ENSG00000188452,7.434493824,-1.083364364,0.282868439,-3.829923086,0.000128183,0.000571517,TRAV3
ENSG00000211795,67.15160624,-1.291143923,0.337139751,-3.829699465,0.0001283,0.000571877,EPHB6
ENSG00000223529,1.219323446,-1.905165776,0.49803814,-3.825341121,0.000130591,0.000580795,HEATR9
ENSG00000274338,15.15864899,-1.338818745,0.350069943,-3.824432154,0.000131074,0.000582544,WNT9A
